pair,fmt,I,rmse,rate_Hz
24bits,posit20,-0.35588972431077703,5.477235433525491e+17,0.0
24bits,posit24,-0.35588972431077703,2.941121134076954e+16,0.0
24bits,float24,-0.34586466165413543,5.322947109501464e+17,0.0
24bits,posit20,-0.34586466165413543,5.322947109501464e+17,0.0
24bits,posit24,-0.34586466165413543,4.484004292150924e+16,0.0
24bits,float24,-0.3358395989974938,5.1686588041283136e+17,0.0
24bits,posit20,-0.3358395989974938,5.1686588041283136e+17,0.0
24bits,posit24,-0.3358395989974938,6.026887498972657e+16,0.0
24bits,float24,-0.3258145363408522,5.014370458686501e+17,0.0
24bits,posit20,-0.3258145363408522,5.014370458686501e+17,0.0
24bits,posit24,-0.3258145363408522,7.569770851639294e+16,0.0
24bits,float24,-0.3157894736842106,4.860082146511756e+17,0.0
24bits,posit20,-0.3157894736842106,4.860082146511756e+17,0.0
24bits,posit24,-0.3157894736842106,1.0125171167116067e+17,0.0
24bits,float24,-0.305764411027569,4.7057938306106624e+17,0.0
24bits,posit20,-0.305764411027569,4.7057938306106624e+17,0.0
24bits,posit24,-0.305764411027569,8.582287808491472e+16,0.0
24bits,float24,-0.2957393483709274,4.55150551233862e+17,0.0
24bits,posit20,-0.2957393483709274,4.55150551233862e+17,0.0
24bits,posit24,-0.2957393483709274,7.0394047329873336e+16,0.0
24bits,float24,-0.2857142857142858,4.3972171885459725e+17,0.0
24bits,posit20,-0.2857142857142858,4.3972171885459725e+17,0.0
24bits,posit24,-0.2857142857142858,5.49652155371879e+16,0.0
24bits,float24,-0.2756892230576442,4.242928859396799e+17,0.0
24bits,posit20,-0.2756892230576442,4.242928859396799e+17,0.0
24bits,posit24,-0.2756892230576442,3.9536381882596904e+16,0.0
24bits,float24,-0.2656641604010026,4.0886405304454176e+17,0.0
24bits,posit20,-0.2656641604010026,4.0886405304454176e+17,0.0
24bits,posit24,-0.2656641604010026,2.4107550020734964e+16,0.0
24bits,float24,-0.255639097744361,3.9343522121669766e+17,0.0
24bits,posit20,-0.255639097744361,3.9343522121669766e+17,0.0
24bits,posit24,-0.255639097744361,8678717773762481.0,0.0
24bits,float24,-0.2456140350877194,3.7800638957606074e+17,0.0
24bits,posit20,-0.2456140350877194,3.7800638957606074e+17,0.0
24bits,posit24,-0.2456140350877194,6750113389169367.0,0.0
24bits,float24,-0.2355889724310778,3.6257755722492634e+17,0.0
24bits,posit20,-0.2355889724310778,3.6257755722492634e+17,0.0
24bits,posit24,-0.2355889724310778,2.2178946413777844e+16,0.0
24bits,float24,-0.2255639097744362,3.4714872467678784e+17,0.0
24bits,posit20,-0.2255639097744362,3.4714872467678784e+17,0.0
24bits,posit24,-0.2255639097744362,3.760777836602553e+16,0.0
24bits,float24,-0.21553884711779459,3.31719893270211e+17,0.0
24bits,posit20,-0.21553884711779459,3.31719893270211e+17,0.0
24bits,posit24,-0.21553884711779459,4.315251535620043e+16,0.0
24bits,float24,-0.20551378446115298,3.162910604602358e+17,0.0
24bits,posit20,-0.20551378446115298,3.162910604602358e+17,0.0
24bits,posit24,-0.20551378446115298,2.7723682910769212e+16,0.0
24bits,float24,-0.19548872180451138,3.008622276362844e+17,0.0
24bits,posit20,-0.19548872180451138,3.008622276362844e+17,0.0
24bits,posit24,-0.19548872180451138,1.2294850233140686e+16,0.0
24bits,float24,-0.18546365914786977,2.8543339625369046e+17,0.0
24bits,posit20,-0.18546365914786977,2.8543339625369046e+17,0.0
24bits,posit24,-0.18546365914786977,3133981822791313.0,0.0
24bits,float24,-0.17543859649122817,2.7000456404924374e+17,0.0
24bits,posit20,-0.17543859649122817,2.7000456404924374e+17,0.0
24bits,posit24,-0.17543859649122817,1.8562813712469264e+16,0.0
24bits,float24,-0.16541353383458657,2.545757310188366e+17,0.0
24bits,posit20,-0.16541353383458657,2.545757310188366e+17,0.0
24bits,posit24,-0.16541353383458657,3.399164646753518e+16,0.0
24bits,float24,-0.15538847117794496,2.3914689913003408e+17,0.0
24bits,posit20,-0.15538847117794496,2.3914689913003408e+17,0.0
24bits,posit24,-0.15538847117794496,4.67686477846955e+16,0.0
24bits,float24,-0.14536340852130336,2.2371806705436458e+17,0.0
24bits,posit20,-0.14536340852130336,2.2371806705436458e+17,0.0
24bits,posit24,-0.14536340852130336,3.1339815327865884e+16,0.0
24bits,float24,-0.13533834586466176,2.0828923501734298e+17,0.0
24bits,posit20,-0.13533834586466176,2.0828923501734298e+17,0.0
24bits,posit24,-0.13533834586466176,1.5910983490445986e+16,0.0
24bits,float24,-0.12531328320802015,1.928604029268903e+17,0.0
24bits,posit20,-0.12531328320802015,1.928604029268903e+17,0.0
24bits,posit24,-0.12531328320802015,482151411587463.25,0.0
24bits,float24,-0.11528822055137855,1.7743157040813373e+17,0.0
24bits,posit20,-0.11528822055137855,1.7743157040813373e+17,0.0
24bits,posit24,-0.11528822055137855,1.4946681085251442e+16,0.0
24bits,float24,-0.10526315789473695,1.620027385955186e+17,0.0
24bits,posit20,-0.10526315789473695,1.620027385955186e+17,0.0
24bits,posit24,-0.10526315789473695,1.7719049762134568e+16,0.0
24bits,float24,-0.09523809523809534,1.4657390578106614e+17,0.0
24bits,posit20,-0.09523809523809534,1.4657390578106614e+17,0.0
24bits,posit24,-0.09523809523809534,2290217308390525.5,0.0
24bits,float24,-0.08521303258145374,1.3114507376926877e+17,0.0
24bits,posit20,-0.08521303258145374,1.3114507376926877e+17,0.0
24bits,posit24,-0.08521303258145374,1.313861469123889e+16,0.0
24bits,float24,-0.07518796992481214,1.157162417549312e+17,0.0
24bits,posit20,-0.07518796992481214,1.157162417549312e+17,0.0
24bits,posit24,-0.07518796992481214,1.9527116012200264e+16,0.0
24bits,float24,-0.06516290726817053,1.0028740941025726e+17,0.0
24bits,posit20,-0.06516290726817053,1.0028740941025726e+17,0.0
24bits,posit24,-0.06516290726817053,4098283745639951.0,0.0
24bits,float24,-0.05513784461152893,8.48585771758368e+16,0.0
24bits,posit20,-0.05513784461152893,8.48585771758368e+16,0.0
24bits,posit24,-0.05513784461152893,1.1330548717938852e+16,0.0
24bits,float24,-0.04511278195488733,6.942974490629471e+16,0.0
24bits,posit20,-0.04511278195488733,6.942974490629471e+16,0.0
24bits,posit24,-0.04511278195488733,2.1335182106430176e+16,0.0
24bits,float24,-0.03508771929824572,5.400091271028091e+16,0.0
24bits,posit20,-0.03508771929824572,5.400091271028091e+16,0.0
24bits,posit24,-0.03508771929824572,5906349756114742.0,0.0
24bits,float24,-0.02506265664160412,3.857208061966964e+16,0.0
24bits,posit20,-0.02506265664160412,3.857208061966964e+16,0.0
24bits,posit24,-0.02506265664160412,9522482316696306.0,0.0
24bits,float24,-0.015037593984962516,2.3143248370581428e+16,0.0
24bits,posit20,-0.015037593984962516,2.3143248370581428e+16,0.0
24bits,posit24,-0.015037593984962516,904033082075370.4,0.0
24bits,float24,-0.005012531328320913,7714416144566492.0,0.0
24bits,posit20,-0.005012531328320913,7714416144566492.0,0.0
24bits,posit24,-0.005012531328320913,1702595780157639.0,0.0
24bits,float24,0.005012531328320691,8.629174834248334e-06,138.0
24bits,posit20,0.005012531328320691,8.629174834248334e-06,138.0
24bits,posit24,0.005012531328320691,1.9044858273510423e-06,138.0
24bits,float24,0.015037593984962072,1.1153263616912182e-05,186.0
24bits,posit20,0.015037593984962072,1.1153263616912182e-05,186.0
24bits,posit24,0.015037593984962072,4.3567442375770203e-07,186.0
24bits,float24,0.025062656641603898,1.2323924037335645e-05,220.0
24bits,posit20,0.025062656641603898,1.2323924037335645e-05,220.0
24bits,posit24,0.025062656641603898,3.042468767089266e-06,220.0
24bits,float24,0.03508771929824572,1.2751950922317582e-05,248.0
24bits,posit20,0.03508771929824572,1.2751950922317582e-05,248.0
24bits,posit24,0.03508771929824572,1.394744644188219e-06,248.0
24bits,float24,0.045112781954887105,1.2210550941170996e-05,276.0
24bits,posit20,0.045112781954887105,1.2210550941170996e-05,276.0
24bits,posit24,0.045112781954887105,3.7522005418735116e-06,276.0
24bits,float24,0.055137844611528486,1.2508684192563558e-05,294.0
24bits,posit20,0.055137844611528486,1.2508684192563558e-05,294.0
24bits,posit24,0.055137844611528486,1.6701936487147395e-06,294.0
24bits,float24,0.06516290726817031,1.2030841489255565e-05,312.0
24bits,posit20,0.06516290726817031,1.2030841489255565e-05,312.0
24bits,posit24,0.06516290726817031,4.916449642263134e-07,312.0
24bits,float24,0.07518796992481214,1.2338297265392804e-05,322.0
24bits,posit20,0.07518796992481214,1.2338297265392804e-05,322.0
24bits,posit24,0.07518796992481214,2.082087667391119e-06,322.0
24bits,float24,0.08521303258145352,1.2346947388594583e-05,332.0
24bits,posit20,0.08521303258145352,1.2346947388594583e-05,332.0
24bits,posit24,0.08521303258145352,1.2369644004251009e-06,332.0
24bits,float24,0.0952380952380949,1.201162981078459e-05,344.0
24bits,posit20,0.0952380952380949,1.201162981078459e-05,344.0
24bits,posit24,0.0952380952380949,1.876816993463311e-07,344.0
24bits,float24,0.10526315789473673,1.1387818496838108e-05,356.0
24bits,posit20,0.10526315789473673,1.1387818496838108e-05,356.0
24bits,posit24,0.10526315789473673,1.2455426421770823e-06,356.0
24bits,float24,0.11528822055137855,1.0528280872031323e-05,370.0
24bits,posit20,0.11528822055137855,1.0528280872031323e-05,370.0
24bits,posit24,0.11528822055137855,8.868932236069709e-07,370.0
24bits,float24,0.12531328320801993,1.1332024666801145e-05,370.0
24bits,posit20,0.12531328320801993,1.1332024666801145e-05,370.0
24bits,posit24,0.12531328320801993,2.8330056883791094e-08,370.0
24bits,float24,0.1353383458646613,1.0053938081846274e-05,384.0
24bits,posit20,0.1353383458646613,1.0053938081846274e-05,384.0
24bits,posit24,0.1353383458646613,7.68009150392491e-07,384.0
24bits,float24,0.14536340852130314,1.0744522564205396e-05,384.0
24bits,posit20,0.14536340852130314,1.0744522564205396e-05,384.0
24bits,posit24,0.14536340852130314,1.5051594084029272e-06,384.0
24bits,float24,0.15538847117794496,9.181521909699188e-06,400.0
24bits,posit20,0.15538847117794496,9.181521909699188e-06,400.0
24bits,posit24,0.15538847117794496,1.7955798892142591e-06,400.0
24bits,float24,0.16541353383458635,9.708132296110435e-06,400.0
24bits,posit20,0.16541353383458635,9.708132296110435e-06,400.0
24bits,posit24,0.16541353383458635,1.2962563051912166e-06,400.0
24bits,float24,0.17543859649122773,1.0238140313306968e-05,400.0
24bits,posit20,0.17543859649122773,1.0238140313306968e-05,400.0
24bits,posit24,0.17543859649122773,7.038721530391914e-07,400.0
24bits,float24,0.18546365914786955,1.082317690829944e-05,400.0
24bits,posit20,0.18546365914786955,1.082317690829944e-05,400.0
24bits,posit24,0.18546365914786955,1.1883556013992985e-07,400.0
24bits,float24,0.19548872180451138,8.609697337812982e-06,416.0
24bits,posit20,0.19548872180451138,8.609697337812982e-06,416.0
24bits,posit24,0.19548872180451138,3.518385943862834e-07,416.0
24bits,float24,0.20551378446115276,9.05122027515589e-06,416.0
24bits,posit20,0.20551378446115276,9.05122027515589e-06,416.0
24bits,posit24,0.20551378446115276,7.933615324929288e-07,416.0
24bits,float24,0.21553884711779414,9.436609909043692e-06,416.0
24bits,posit20,0.21553884711779414,9.436609909043692e-06,416.0
24bits,posit24,0.21553884711779414,1.2275822449729593e-06,416.0
24bits,float24,0.22556390977443597,9.875522000836092e-06,416.0
24bits,posit20,0.22556390977443597,9.875522000836092e-06,416.0
24bits,posit24,0.22556390977443597,1.0698482206531032e-06,416.0
24bits,float24,0.2355889724310778,1.0314434092559932e-05,416.0
24bits,posit20,0.2355889724310778,1.0314434092559932e-05,416.0
24bits,posit24,0.2355889724310778,6.309361259549528e-07,416.0
24bits,float24,0.24561403508771917,7.5337452482208556e-06,436.0
24bits,posit20,0.24561403508771917,7.5337452482208556e-06,436.0
24bits,posit24,0.24561403508771917,1.3453116545635779e-07,436.0
24bits,float24,0.25563909774436055,7.841245049952938e-06,436.0
24bits,posit20,0.25563909774436055,7.841245049952938e-06,436.0
24bits,posit24,0.25563909774436055,1.729686369930473e-07,436.0
24bits,float24,0.2656641604010024,8.148744859549003e-06,436.0
24bits,posit20,0.2656641604010024,8.148744859549003e-06,436.0
24bits,posit24,0.2656641604010024,4.804684481468964e-07,436.0
24bits,float24,0.2756892230576442,8.456244664580449e-06,436.0
24bits,posit20,0.2756892230576442,8.456244664580449e-06,436.0
24bits,posit24,0.2756892230576442,7.87968252141221e-07,436.0
24bits,float24,0.2857142857142856,8.692925602145755e-06,436.0
24bits,posit20,0.2857142857142856,8.692925602145755e-06,436.0
24bits,posit24,0.2857142857142856,1.086615697462957e-06,436.0
24bits,float24,0.29573934837092697,8.997940537212246e-06,436.0
24bits,posit20,0.29573934837092697,8.997940537212246e-06,436.0
24bits,posit24,0.29573934837092697,1.391630632780264e-06,436.0
24bits,float24,0.3057644110275688,9.302955468060775e-06,436.0
24bits,posit20,0.3057644110275688,9.302955468060775e-06,436.0
24bits,posit24,0.3057644110275688,1.6966455637827762e-06,436.0
24bits,float24,0.3157894736842106,9.607970404464834e-06,436.0
24bits,posit20,0.3157894736842106,9.607970404464834e-06,436.0
24bits,posit24,0.3157894736842106,2.001660502518504e-06,436.0
24bits,float24,0.325814536340852,6.090971296240004e-06,456.0
24bits,posit20,0.325814536340852,6.090971296240004e-06,456.0
24bits,posit24,0.325814536340852,9.195023972485376e-07,456.0
24bits,float24,0.3358395989974934,6.2783857952708855e-06,456.0
24bits,posit20,0.3358395989974934,6.2783857952708855e-06,456.0
24bits,posit24,0.3358395989974934,7.320878982206457e-07,456.0
24bits,float24,0.3458646616541352,6.465800299155546e-06,456.0
24bits,posit20,0.3458646616541352,6.465800299155546e-06,456.0
24bits,posit24,0.3458646616541352,5.446733956412861e-07,456.0
24bits,float24,0.35588972431077703,6.653214801572413e-06,456.0
24bits,posit20,0.35588972431077703,6.653214801572413e-06,456.0
24bits,posit24,0.35588972431077703,3.5725889184554033e-07,456.0
24bits,float24,0.3659147869674184,6.840629299867729e-06,456.0
24bits,posit20,0.3659147869674184,6.840629299867729e-06,456.0
24bits,posit24,0.3659147869674184,1.698443935502265e-07,456.0
24bits,float24,0.3759398496240598,7.028043800412625e-06,456.0
24bits,posit20,0.3759398496240598,7.028043800412625e-06,456.0
24bits,posit24,0.3759398496240598,1.757010694470451e-08,456.0
24bits,float24,0.3859649122807016,7.215458304214319e-06,456.0
24bits,posit20,0.3859649122807016,7.215458304214319e-06,456.0
24bits,posit24,0.3859649122807016,2.0498461074039065e-07,456.0
24bits,float24,0.39598997493734345,7.322228869691605e-06,456.0
24bits,posit20,0.39598997493734345,7.322228869691605e-06,456.0
24bits,posit24,0.39598997493734345,3.881244746832368e-07,456.0
24bits,float24,0.40601503759398483,7.507601750689151e-06,456.0
24bits,posit20,0.40601503759398483,7.507601750689151e-06,456.0
24bits,posit24,0.40601503759398483,5.734973549855888e-07,456.0
24bits,float24,0.4160401002506262,7.692974631104062e-06,456.0
24bits,posit20,0.4160401002506262,7.692974631104062e-06,456.0
24bits,posit24,0.4160401002506262,7.588702374333454e-07,456.0
24bits,float24,0.42606516290726804,7.878347515513687e-06,456.0
24bits,posit20,0.42606516290726804,7.878347515513687e-06,456.0
24bits,posit24,0.42606516290726804,9.442431218518573e-07,456.0
24bits,float24,0.43609022556390986,8.063720399207335e-06,456.0
24bits,posit20,0.43609022556390986,8.063720399207335e-06,456.0
24bits,posit24,0.43609022556390986,1.1817521265708081e-06,456.0
24bits,float24,0.44611528822055124,8.24909327897389e-06,456.0
24bits,posit20,0.44611528822055124,8.24909327897389e-06,456.0
24bits,posit24,0.44611528822055124,9.963792488013573e-07,456.0
24bits,float24,0.4561403508771926,8.434466161314986e-06,456.0
24bits,posit20,0.4561403508771926,8.434466161314986e-06,456.0
24bits,posit24,0.4561403508771926,8.110063624274587e-07,456.0
24bits,float24,0.46616541353383445,8.619839045724587e-06,456.0
24bits,posit20,0.46616541353383445,8.619839045724587e-06,456.0
24bits,posit24,0.46616541353383445,6.256334800416495e-07,456.0
24bits,float24,0.4761904761904763,8.805211928855757e-06,456.0
24bits,posit20,0.4761904761904763,8.805211928855757e-06,456.0
24bits,posit24,0.4761904761904763,4.402605956232859e-07,456.0
24bits,float24,0.48621553884711766,8.990584810572783e-06,456.0
24bits,posit20,0.48621553884711766,8.990584810572783e-06,456.0
24bits,posit24,0.48621553884711766,2.5488771321109225e-07,456.0
24bits,float24,0.49624060150375904,4.243223074871099e-06,476.0
24bits,posit20,0.49624060150375904,4.243223074871099e-06,476.0
24bits,posit24,0.49624060150375904,3.214563250047719e-08,476.0
24bits,float24,0.5062656641604009,4.3289447542994445e-06,476.0
24bits,posit20,0.5062656641604009,1.277253007064075e-05,476.0
24bits,posit24,0.5062656641604009,5.357604838577643e-08,476.0
24bits,float24,0.5162907268170427,4.414666432193561e-06,476.0
24bits,posit20,0.5162907268170427,1.268680838969694e-05,476.0
24bits,posit24,0.5162907268170427,1.3929772782706097e-07,476.0
24bits,float24,0.5263157894736841,4.500388111500693e-06,476.0
24bits,posit20,0.5263157894736841,1.2601086711905075e-05,476.0
24bits,posit24,0.5263157894736841,2.250194040971653e-07,476.0
24bits,float24,0.5363408521303255,4.586109789260588e-06,476.0
24bits,posit20,0.5363408521303255,1.2515365035634972e-05,476.0
24bits,posit24,0.5363408521303255,3.1074108339155273e-07,476.0
24bits,float24,0.5463659147869673,4.671831468676195e-06,476.0
24bits,posit20,0.5463659147869673,1.2429643354742323e-05,476.0
24bits,posit24,0.5463659147869673,3.9646276280715993e-07,476.0
24bits,float24,0.5563909774436091,4.7575531480537e-06,476.0
24bits,posit20,0.5563909774436091,1.234392167537129e-05,476.0
24bits,posit24,0.5563909774436091,4.821844407267607e-07,476.0
24bits,float24,0.5664160401002505,4.8432748228915795e-06,476.0
24bits,posit20,0.5664160401002505,1.2258199998998916e-05,476.0
24bits,posit24,0.5664160401002505,5.679061185250791e-07,476.0
24bits,float24,0.5764411027568919,4.9289965022113914e-06,476.0
24bits,posit20,0.5764411027568919,1.2172478321232809e-05,476.0
24bits,posit24,0.5764411027568919,6.536277962977198e-07,476.0
24bits,float24,0.5864661654135337,5.014718181505778e-06,476.0
24bits,posit20,0.5864661654135337,1.2086756641868046e-05,476.0
24bits,posit24,0.5864661654135337,7.393494757325372e-07,476.0
24bits,float24,0.5964912280701755,5.100439857903632e-06,476.0
24bits,posit20,0.5964912280701755,1.2001034963999599e-05,476.0
24bits,posit24,0.5964912280701755,8.250711535371316e-07,476.0
24bits,float24,0.6065162907268169,5.18616153869415e-06,476.0
24bits,posit20,0.6065162907268169,1.1915313284730833e-05,476.0
24bits,posit24,0.6065162907268169,9.107928313098368e-07,476.0
24bits,float24,0.6165413533834583,5.271883216517957e-06,476.0
24bits,posit20,0.6165413533834583,1.182959160840956e-05,476.0
24bits,posit24,0.6165413533834583,9.965145107447167e-07,476.0
24bits,float24,0.6265664160401001,5.35760489290941e-06,476.0
24bits,posit20,0.6265664160401001,1.1743869929013034e-05,476.0
24bits,posit24,0.6265664160401001,1.0822361885046148e-06,476.0
24bits,float24,0.6365914786967419,5.44332657381487e-06,476.0
24bits,posit20,0.6365914786967419,1.1658148249590903e-05,476.0
24bits,posit24,0.6365914786967419,9.69726484940784e-07,476.0
24bits,float24,0.6466165413533833,5.529048250033937e-06,476.0
24bits,posit20,0.6466165413533833,1.1572426574874364e-05,476.0
24bits,posit24,0.6466165413533833,8.840048087280557e-07,476.0
24bits,float24,0.6566416040100247,5.614769927895972e-06,476.0
24bits,posit20,0.6566416040100247,1.148670489553535e-05,476.0
24bits,posit24,0.6566416040100247,7.982831324005119e-07,476.0
24bits,float24,0.6666666666666665,5.5953528467415275e-06,476.0
24bits,posit20,0.6666666666666665,1.1190705694961947e-05,476.0
24bits,posit24,0.6666666666666665,6.994191063891661e-07,476.0
24bits,float24,0.6766917293233083,5.679493492095966e-06,476.0
24bits,posit20,0.6766917293233083,1.1106565051099398e-05,476.0
24bits,posit24,0.6766917293233083,6.152784610477071e-07,476.0
24bits,float24,0.6867167919799497,5.7636341359196355e-06,476.0
24bits,posit20,0.6867167919799497,1.1022424405777315e-05,476.0
24bits,posit24,0.6867167919799497,5.311378187418225e-07,476.0
24bits,float24,0.6967418546365911,5.847774779769276e-06,476.0
24bits,posit20,0.6967418546365911,1.0938283761934207e-05,476.0
24bits,posit24,0.6967418546365911,4.4699717336141666e-07,476.0
24bits,float24,0.7067669172932329,5.9319154236318295e-06,476.0
24bits,posit20,0.7067669172932329,1.0854143116527902e-05,476.0
24bits,posit24,0.7067669172932329,3.6285652800697496e-07,476.0
24bits,float24,0.7167919799498748,6.016056070530019e-06,476.0
24bits,posit20,0.7167919799498748,1.0770002471179923e-05,476.0
24bits,posit24,0.7167919799498748,2.7871588260066874e-07,476.0
24bits,float24,0.7268170426065161,6.10019671282945e-06,476.0
24bits,posit20,0.7268170426065161,1.0685861830404796e-05,476.0
24bits,posit24,0.7268170426065161,1.9457524031422575e-07,476.0
24bits,float24,0.7368421052631575,6.184337355096383e-06,476.0
24bits,posit20,0.7368421052631575,1.0601721185024459e-05,476.0
24bits,posit24,0.7368421052631575,1.1043459650353672e-07,476.0
24bits,float24,0.7468671679197993,6.268478002039984e-06,476.0
24bits,posit20,0.7468671679197993,1.0517580539676474e-05,476.0
24bits,posit24,0.7468671679197993,2.629395109723004e-08,476.0
24bits,float24,0.7568922305764412,6.3526186474138725e-06,476.0
24bits,posit20,0.7568922305764412,1.0433439895807404e-05,476.0
24bits,posit24,0.7568922305764412,5.78466942637348e-08,476.0
24bits,float24,0.7669172932330826,6.436759288169539e-06,476.0
24bits,posit20,0.7669172932330826,1.0349299252009629e-05,476.0
24bits,posit24,0.7669172932330826,1.4198733503884923e-07,476.0
24bits,float24,0.7769423558897239,6.520899935080716e-06,476.0
24bits,posit20,0.7769423558897239,1.0265158606622762e-05,476.0
24bits,posit24,0.7769423558897239,2.2612798192406046e-07,476.0
24bits,float24,0.7869674185463658,6.605040580441613e-06,476.0
24bits,posit20,0.7869674185463658,1.0181017961248878e-05,476.0
24bits,posit24,0.7869674185463658,3.102686273109256e-07,476.0
24bits,float24,0.7969924812030076,6.689181222779927e-06,476.0
24bits,posit20,0.7969924812030076,1.009687731739925e-05,476.0
24bits,posit24,0.7969924812030076,3.9440926964923375e-07,476.0
24bits,float24,0.807017543859649,6.773321866603593e-06,476.0
24bits,posit20,0.807017543859649,1.0012736675086895e-05,476.0
24bits,posit24,0.807017543859649,4.785499134534636e-07,476.0
24bits,float24,0.8170426065162903,6.857462510440247e-06,476.0
24bits,posit20,0.8170426065162903,9.928596031263228e-06,476.0
24bits,posit24,0.8170426065162903,5.626905588403289e-07,476.0
24bits,float24,0.8270676691729322,6.941603155814129e-06,476.0
24bits,posit20,0.8270676691729322,9.844455385876366e-06,476.0
24bits,posit24,0.8270676691729322,6.468312011396899e-07,476.0
24bits,float24,0.837092731829574,7.025743801181555e-06,476.0
24bits,posit20,0.837092731829574,9.760314740521929e-06,476.0
24bits,posit24,0.837092731829574,7.309718480508658e-07,476.0
24bits,float24,0.8471177944862154,7.109884443500425e-06,476.0
24bits,posit20,0.8471177944862154,9.676174096672288e-06,476.0
24bits,posit24,0.8471177944862154,8.151124918875198e-07,476.0
24bits,float24,0.8571428571428568,7.1940250888224415e-06,476.0
24bits,posit20,0.8571428571428568,9.592033452848609e-06,476.0
24bits,posit24,0.8571428571428568,8.992531341674395e-07,476.0
24bits,float24,0.8671679197994986,7.278165734222285e-06,476.0
24bits,posit20,0.8671679197994986,9.507892809011965e-06,476.0
24bits,posit24,0.8671679197994986,9.83393781091597e-07,476.0
24bits,float24,0.8771929824561404,7.362306379609151e-06,476.0
24bits,posit20,0.8771929824561404,9.423752162094325e-06,476.0
24bits,posit24,0.8771929824561404,1.0307228927798477e-06,476.0
24bits,float24,0.8872180451127818,7.44644702188261e-06,476.0
24bits,posit20,0.8872180451127818,9.339611519788437e-06,476.0
24bits,posit24,0.8872180451127818,9.46582248943193e-07,476.0
24bits,float24,0.8972431077694232,7.530587665738708e-06,476.0
24bits,posit20,0.8972431077694232,9.25547087749554e-06,476.0
24bits,posit24,0.8972431077694232,8.624416066502914e-07,476.0
24bits,float24,0.907268170426065,7.614728309581823e-06,476.0
24bits,posit20,0.907268170426065,9.17133023058436e-06,476.0
24bits,posit24,0.907268170426065,7.783009597326566e-07,476.0
24bits,float24,0.9172932330827068,7.698868956480022e-06,476.0
24bits,posit20,0.9172932330827068,9.087189585204018e-06,476.0
24bits,posit24,0.9172932330827068,6.941603143457913e-07,476.0
24bits,float24,0.9273182957393482,7.783009600342637e-06,476.0
24bits,posit20,0.9273182957393482,9.003048941373825e-06,476.0
24bits,posit24,0.9273182957393482,6.100196720463664e-07,476.0
24bits,float24,0.9373433583959896,7.867150244140338e-06,476.0
24bits,posit20,0.9373433583959896,8.91890829753717e-06,476.0
24bits,posit24,0.9373433583959896,5.258790267113662e-07,476.0
24bits,float24,0.9473684210526314,7.951290887964013e-06,476.0
24bits,posit20,0.9473684210526314,8.834767653707044e-06,476.0
24bits,posit24,0.9473684210526314,4.417383828617942e-07,476.0
24bits,float24,0.9573934837092732,8.035431530334749e-06,476.0
24bits,posit20,0.9573934837092732,8.750627011355758e-06,476.0
24bits,posit24,0.9573934837092732,3.57597738979734e-07,476.0
24bits,float24,0.9674185463659146,8.119572175676206e-06,476.0
24bits,posit20,0.9674185463659146,8.666486366014296e-06,476.0
24bits,posit24,0.9674185463659146,2.734570951884865e-07,476.0
24bits,float24,0.977443609022556,8.203712821056609e-06,476.0
24bits,posit20,0.977443609022556,8.58234572216466e-06,476.0
24bits,posit24,0.977443609022556,1.893164497886388e-07,476.0
24bits,float24,0.9874686716791978,8.287853463368952e-06,476.0
24bits,posit20,0.9874686716791978,8.498205076803755e-06,476.0
24bits,posit24,0.9874686716791978,1.0517580594552579e-07,476.0
24bits,float24,0.9974937343358397,5.381275815212239e-07,500.0
24bits,posit20,0.9974937343358397,5.408317402571774e-07,500.0
24bits,posit24,0.9974937343358397,1.352079418219723e-09,500.0
24bits,float24,1.007518796992481,1.622495220872018e-06,500.0
24bits,posit20,1.007518796992481,1.622495220872018e-06,500.0
24bits,posit24,1.007518796992481,4.056238053687334e-09,500.0
24bits,float24,1.0175438596491224,1.6279035381429534e-06,500.0
24bits,posit20,1.0175438596491224,5.30015105715307e-07,500.0
24bits,posit24,1.0175438596491224,9.464555324622556e-09,500.0
24bits,float24,1.0275689223057642,1.6333118556148604e-06,500.0
24bits,posit20,1.0275689223057642,1.6333118556148604e-06,500.0
24bits,posit24,1.0275689223057642,1.4872872696043695e-08,500.0
24bits,float24,1.037593984962406,1.6387201729862818e-06,500.0
24bits,posit20,1.037593984962406,5.19198470671007e-07,500.0
24bits,posit24,1.037593984962406,2.028119026843667e-08,500.0
24bits,float24,1.0476190476190474,1.6441284904581886e-06,500.0
24bits,posit20,1.0476190476190474,1.6441284904581886e-06,500.0
24bits,posit24,1.0476190476190474,2.5689507740343727e-08,500.0
24bits,float24,1.0576441102756888,1.6495368078296097e-06,500.0
24bits,posit20,1.0576441102756888,5.083818359281647e-07,500.0
24bits,posit24,1.0576441102756888,3.109782501127895e-08,500.0
24bits,float24,1.0676691729323307,1.654945125301517e-06,500.0
24bits,posit20,1.0676691729323307,1.654945125301517e-06,500.0
24bits,posit24,1.0676691729323307,3.6506142483186e-08,500.0
24bits,float24,1.0776942355889725,1.6603534427734238e-06,500.0
24bits,posit20,1.0776942355889725,4.975652010848365e-07,500.0
24bits,posit24,1.0776942355889725,4.191445995509306e-08,500.0
24bits,float24,1.0877192982456139,1.6657617599438733e-06,500.0
24bits,posit20,1.0877192982456139,1.6657617599438733e-06,500.0
24bits,posit24,1.0877192982456139,4.7322777226028285e-08,500.0
